Subsection Index,Subsection Name,Total Mean Annual Rate,Total 500 Year Prob,Long-Term Fault System Solution Rate
1005,"Keddie Ridge 2011 CFM, Subsection 6",6.2E-5,0.031,1.4378392E-4
1006,"Kern Canyon (Lake Isabella) 2011, Subsection 0",2.6E-5,0.013,8.923065E-5
1007,"Kern Canyon (Lake Isabella) 2011, Subsection 1",3.0E-5,0.015,1.0231645E-4
1008,"Kern Canyon (Lake Isabella) 2011, Subsection 2",3.6E-5,0.018,1.1569034E-4
1009,"Kern Canyon (Lake Isabella) 2011, Subsection 3",3.4E-5,0.017,1.0621935E-4
1010,"Kern Canyon (Lake Isabella) 2011, Subsection 4",3.0E-5,0.015,9.4361014E-5
1011,"Kern Canyon (North Kern) 2011, Subsection 0",3.8E-5,0.019,8.7594744E-5
1012,"Kern Canyon (North Kern) 2011, Subsection 1",4.0E-5,0.02,9.759002E-5
1013,"Kern Canyon (North Kern) 2011, Subsection 2",4.2E-5,0.021,1.0212854E-4
1014,"Kern Canyon (North Kern) 2011, Subsection 3",3.4E-5,0.017,9.8956436E-5
1015,"Kern Canyon (North Kern) 2011, Subsection 4",4.2E-5,0.021,1.1628084E-4
1016,"Kern Canyon (North Kern) 2011, Subsection 5",2.4E-5,0.012,8.9407404E-5
1017,"Kern Canyon (North Kern) 2011, Subsection 6",2.2E-5,0.011,7.488466E-5
1018,"Kern Canyon (South Kern) 2011, Subsection 0",4.2E-5,0.021,9.844246E-5
1019,"Kern Canyon (South Kern) 2011, Subsection 1",4.2E-5,0.021,1.0871189E-4
1020,"Kern Canyon (South Kern) 2011, Subsection 2",4.4E-5,0.022,1.0613825E-4
1021,"Kern Canyon (South Kern) 2011, Subsection 3",4.2E-5,0.021,1.07501815E-4
1022,"Kern Canyon (South Kern) 2011, Subsection 4",4.2E-5,0.021,1.0743922E-4
1023,"Kern Canyon (South Kern) 2011, Subsection 5",3.8E-5,0.019,9.628648E-5
1024,"Kickapoo, Subsection 0",1.02E-4,0.05,2.3277244E-4
1025,"Kickapoo, Subsection 1",1.02E-4,0.05,2.3277244E-4
1026,"King Range 2011 CFM, Subsection 0",9.2E-5,0.046,1.7051469E-4
1027,"King Range 2011 CFM, Subsection 1",1.04E-4,0.052,1.8366028E-4
1028,"King Range 2011 CFM, Subsection 2",1.38E-4,0.069,1.94056E-4
1029,"King Range 2011 CFM, Subsection 3",2.18E-4,0.108,2.3428585E-4
1030,"King Range 2011 CFM, Subsection 4",1.78E-4,0.089,1.6482628E-4
1031,"King Range 2011 CFM, Subsection 5",1.64E-4,0.082,1.299473E-4
1032,"King Range 2011 CFM, Subsection 6",1.6E-4,0.08,1.258043E-4
1033,"La Panza 2011, Subsection 0",5.2E-5,0.025,5.066862E-5
1034,"La Panza 2011, Subsection 1",5.4E-5,0.026,5.6924742E-5
1035,"La Panza 2011, Subsection 2",3.4E-5,0.017,5.429771E-5
1036,"La Panza 2011, Subsection 3",2.8E-5,0.014,5.3616684E-5
1037,"La Panza 2011, Subsection 4",4.2E-5,0.021,6.204129E-5
1038,"La Panza 2011, Subsection 5",4.8E-5,0.024,5.7147594E-5
1039,"La Panza 2011, Subsection 6",5.6E-5,0.028,6.531739E-5
1040,"La Panza 2011, Subsection 7",4.2E-5,0.021,4.971377E-5
1041,"La Panza 2011, Subsection 8",2.8E-5,0.014,4.2246236E-5
1042,"Laguna Salada, Subsection 0",3.4E-4,0.164,8.626581E-4
1043,"Laguna Salada, Subsection 1",4.02E-4,0.194,0.0010120847
1044,"Laguna Salada, Subsection 2",4.1E-4,0.198,0.0010856371
1045,"Laguna Salada, Subsection 3",4.18E-4,0.201,0.0011194007
1046,"Laguna Salada, Subsection 4",4.24E-4,0.204,0.0011455953
1047,"Laguna Salada, Subsection 5",4.9E-4,0.229,0.0012911403
1048,"Laguna Salada, Subsection 6",5.08E-4,0.237,0.001334712
1049,"Laguna Salada, Subsection 7",5.28E-4,0.249,0.0013989923
1050,"Laguna Salada, Subsection 8",4.76E-4,0.23,0.0013176609
1051,"Laguna Salada, Subsection 9",4.54E-4,0.22,0.0012643926
1052,"Laguna Salada, Subsection 10",4.24E-4,0.205,0.0012066847
1053,"Laguna Salada, Subsection 11",4.02E-4,0.195,0.0011568806
1054,"Laguna Salada, Subsection 12",3.8E-4,0.184,0.001106202
1055,"Laguna Salada, Subsection 13",3.44E-4,0.167,0.0010170348
1056,"Laguna Salada, Subsection 14",2.88E-4,0.141,8.566737E-4
1057,"Lake Isabella (Seismicity), Subsection 0",6.2E-5,0.031,1.393953E-4
1058,"Lake Isabella (Seismicity), Subsection 1",6.6E-5,0.033,1.5205143E-4
1059,"Lake Isabella (Seismicity), Subsection 2",8.6E-5,0.043,1.7669018E-4
1060,"Lake Isabella (Seismicity), Subsection 3",7.6E-5,0.038,1.6290847E-4
1061,"Lake Isabella (Seismicity), Subsection 4",7.2E-5,0.036,1.6374319E-4
1062,"Lake Isabella (Seismicity), Subsection 5",8.2E-5,0.041,1.8128825E-4
1063,"Lake Isabella (Seismicity), Subsection 6",6.6E-5,0.033,1.5724116E-4
1064,"Lake Isabella (Seismicity), Subsection 7",6.2E-5,0.031,1.4303796E-4
1065,"Las Positas, Subsection 0",0.0,0.0,0.0
1066,"Las Positas, Subsection 1",0.0,0.0,0.0
1067,"Last Chance, Subsection 0",4.0E-5,0.02,1.0099404E-4
1068,"Last Chance, Subsection 1",4.2E-5,0.021,1.069701E-4
1069,"Last Chance, Subsection 2",5.6E-5,0.028,1.4460785E-4
1070,"Last Chance, Subsection 3",5.2E-5,0.026,1.2961653E-4
1071,"Lenwood-Lockhart-Old Woman Springs, Subsection 0",1.88E-4,0.093,3.529101E-4
1072,"Lenwood-Lockhart-Old Woman Springs, Subsection 1",2.06E-4,0.102,4.023066E-4
1073,"Lenwood-Lockhart-Old Woman Springs, Subsection 2",2.32E-4,0.115,4.4500644E-4
1074,"Lenwood-Lockhart-Old Woman Springs, Subsection 3",2.48E-4,0.123,4.654222E-4
1075,"Lenwood-Lockhart-Old Woman Springs, Subsection 4",2.28E-4,0.113,4.3062627E-4
1076,"Lenwood-Lockhart-Old Woman Springs, Subsection 5",2.1E-4,0.105,4.06014E-4
1077,"Lenwood-Lockhart-Old Woman Springs, Subsection 6",1.8E-4,0.09,3.821915E-4
1078,"Lenwood-Lockhart-Old Woman Springs, Subsection 7",1.58E-4,0.079,3.7098484E-4
1079,"Lenwood-Lockhart-Old Woman Springs, Subsection 8",1.38E-4,0.069,3.4535976E-4
1080,"Lenwood-Lockhart-Old Woman Springs, Subsection 9",1.3E-4,0.065,3.4381982E-4
1081,"Lenwood-Lockhart-Old Woman Springs, Subsection 10",1.3E-4,0.065,3.3930058E-4
1082,"Lenwood-Lockhart-Old Woman Springs, Subsection 11",1.24E-4,0.062,3.4239903E-4
1083,"Lenwood-Lockhart-Old Woman Springs, Subsection 12",1.3E-4,0.065,3.4237927E-4
1084,"Lenwood-Lockhart-Old Woman Springs, Subsection 13",1.36E-4,0.068,3.4681926E-4
1085,"Lenwood-Lockhart-Old Woman Springs, Subsection 14",1.46E-4,0.073,3.4975828E-4
1086,"Lenwood-Lockhart-Old Woman Springs, Subsection 15",1.58E-4,0.079,3.687383E-4
1087,"Lenwood-Lockhart-Old Woman Springs, Subsection 16",1.54E-4,0.077,3.651946E-4
1088,"Lenwood-Lockhart-Old Woman Springs, Subsection 17",1.6E-4,0.08,3.6334113E-4
1089,"Lenwood-Lockhart-Old Woman Springs, Subsection 18",1.62E-4,0.081,3.6112257E-4
1090,"Lenwood-Lockhart-Old Woman Springs, Subsection 19",2.4E-4,0.11,4.556066E-4
1091,"Lenwood-Lockhart-Old Woman Springs, Subsection 20",2.26E-4,0.104,4.2929317E-4
1092,"Lenwood-Lockhart-Old Woman Springs, Subsection 21",1.82E-4,0.087,3.5782225E-4
1093,"Lenwood-Lockhart-Old Woman Springs, Subsection 22",1.54E-4,0.075,2.8971495E-4
1094,"Likely 2011 CFM, Subsection 0",6.6E-5,0.033,1.4235286E-4
1095,"Likely 2011 CFM, Subsection 1",7.6E-5,0.038,1.6812395E-4
1096,"Likely 2011 CFM, Subsection 2",1.02E-4,0.05,1.923981E-4
1097,"Likely 2011 CFM, Subsection 3",1.06E-4,0.052,2.1868333E-4
1098,"Likely 2011 CFM, Subsection 4",1.2E-4,0.059,2.413804E-4
1099,"Likely 2011 CFM, Subsection 5",1.26E-4,0.062,2.6062923E-4
1100,"Likely 2011 CFM, Subsection 6",1.32E-4,0.065,2.770083E-4
1101,"Likely 2011 CFM, Subsection 7",1.42E-4,0.07,2.726958E-4
1102,"Likely 2011 CFM, Subsection 8",1.42E-4,0.071,2.6775996E-4
1103,"Likely 2011 CFM, Subsection 9",1.52E-4,0.076,2.6852294E-4
1104,"Likely 2011 CFM, Subsection 10",1.62E-4,0.081,2.6766464E-4
1105,"Likely 2011 CFM, Subsection 11",1.54E-4,0.077,2.6801135E-4
1106,"Likely 2011 CFM, Subsection 12",1.58E-4,0.078,2.7468364E-4
1107,"Likely 2011 CFM, Subsection 13",1.58E-4,0.078,2.792936E-4
1108,"Likely 2011 CFM, Subsection 14",1.54E-4,0.076,2.6311344E-4
1109,"Likely 2011 CFM, Subsection 15",1.48E-4,0.073,2.451834E-4
1110,"Likely 2011 CFM, Subsection 16",1.34E-4,0.066,2.2359617E-4
1111,"Likely 2011 CFM, Subsection 17",1.08E-4,0.054,1.9595376E-4
1112,"Likely 2011 CFM, Subsection 18",9.4E-5,0.047,1.7115503E-4
1113,"Likely 2011 CFM, Subsection 19",7.6E-5,0.038,1.4317148E-4
1114,"Lions Head 2011 CFM, Subsection 0",0.0,0.0,7.041735E-6
1115,"Lions Head 2011 CFM, Subsection 1",2.0E-6,0.001,9.724797E-6
1116,"Lions Head 2011 CFM, Subsection 2",2.0E-6,0.001,1.13336255E-5
1117,"Lions Head 2011 CFM, Subsection 3",2.0E-6,0.001,1.2541014E-5
1118,"Lions Head 2011 CFM, Subsection 4",2.0E-6,0.001,1.1904198E-5
1119,"Lions Head 2011 CFM, Subsection 5",0.0,0.0,1.1474657E-5
1120,"Lions Head 2011 CFM, Subsection 6",4.0E-6,0.002,1.1125988E-5
1121,"Lions Head 2011 CFM, Subsection 7",4.0E-6,0.002,1.2317458E-5
1122,"Lions Head 2011 CFM, Subsection 8",4.0E-6,0.002,1.0442751E-5
1123,"Lions Head 2011 CFM, Subsection 9",6.0E-6,0.003,1.1345634E-5
1124,"Lions Head 2011 CFM, Subsection 10",6.0E-6,0.003,1.0911691E-5
1125,"Little Lake, Subsection 0",1.54E-4,0.076,3.780815E-4
1126,"Little Lake, Subsection 1",1.74E-4,0.086,4.5191793E-4
1127,"Little Lake, Subsection 2",2.02E-4,0.1,5.2019313E-4
1128,"Little Lake, Subsection 3",1.74E-4,0.086,4.79443E-4
1129,"Little Lake, Subsection 4",1.72E-4,0.085,4.5220967E-4
1130,"Little Lake, Subsection 5",1.56E-4,0.077,4.2019386E-4
1131,"Little Lake, Subsection 6",1.5E-4,0.074,3.927575E-4
1132,"Little Salmon (Offshore), Subsection 0",4.4E-4,0.218,7.9290965E-4
1133,"Little Salmon (Offshore), Subsection 1",4.8E-4,0.237,8.832543E-4
1134,"Little Salmon (Offshore), Subsection 2",5.58E-4,0.277,0.001051759
1135,"Little Salmon (Offshore), Subsection 3",5.06E-4,0.252,9.53742E-4
1136,"Little Salmon (Onshore), Subsection 0",0.001302,0.589,0.0018554061
1137,"Little Salmon (Onshore), Subsection 1",0.001522,0.662,0.0021697474
1138,"Little Salmon (Onshore), Subsection 2",0.001168,0.551,0.001670263
1139,"Los Alamos 2011 CFM, Subsection 0",2.36E-4,0.115,2.194528E-4
1140,"Los Alamos 2011 CFM, Subsection 1",2.66E-4,0.13,2.4150604E-4
1141,"Los Alamos 2011 CFM, Subsection 2",2.32E-4,0.114,2.0658715E-4
1142,"Los Alamos extension, Subsection 0",2.38E-4,0.117,2.0947917E-4
1143,"Los Alamos extension, Subsection 1",2.38E-4,0.117,2.0947917E-4
1144,"Los Medanos - Roe Island, Subsection 0",2.8E-5,0.014,4.731268E-5
1145,"Los Medanos - Roe Island, Subsection 1",2.8E-5,0.014,4.731268E-5
1146,"Los Osos 2011, Subsection 0",4.6E-5,0.023,9.220506E-5
1147,"Los Osos 2011, Subsection 1",4.8E-5,0.024,9.8410565E-5
1148,"Los Osos 2011, Subsection 2",5.0E-5,0.025,1.0215337E-4
1149,"Los Osos 2011, Subsection 3",5.4E-5,0.026,1.054248E-4
1150,"Los Osos 2011, Subsection 4",6.8E-5,0.033,1.2121071E-4
1151,"Los Osos 2011, Subsection 5",6.6E-5,0.033,1.1344952E-4
1152,"Los Osos 2011, Subsection 6",6.2E-5,0.031,1.05924446E-4
1153,"Lost Hills, Subsection 0",3.48E-4,0.172,5.063723E-4
1154,"Lost Hills, Subsection 1",3.62E-4,0.179,5.44047E-4
1155,"Lost Hills, Subsection 2",4.2E-4,0.207,6.4117904E-4
1156,"Lost Hills, Subsection 3",3.52E-4,0.175,5.461139E-4
1157,"Lost Hills, Subsection 4",3.12E-4,0.156,5.0964934E-4
1158,"Ludlow, Subsection 0",5.8E-5,0.029,8.903034E-5
1159,"Ludlow, Subsection 1",8.4E-5,0.042,1.1715943E-4
1160,"Ludlow, Subsection 2",9.6E-5,0.047,1.5547496E-4
1161,"Ludlow, Subsection 3",1.22E-4,0.06,2.0555922E-4
1162,"Ludlow, Subsection 4",1.3E-4,0.064,2.2735234E-4
1163,"Ludlow, Subsection 5",1.24E-4,0.061,2.3397386E-4
1164,"Ludlow, Subsection 6",1.38E-4,0.068,2.4125574E-4
1165,"Ludlow, Subsection 7",1.32E-4,0.066,2.4221143E-4
1166,"Ludlow, Subsection 8",1.34E-4,0.067,2.4315466E-4
1167,"Ludlow, Subsection 9",1.26E-4,0.063,2.3359261E-4
1168,"Ludlow, Subsection 10",1.22E-4,0.061,2.210151E-4
1169,"Ludlow, Subsection 11",1.34E-4,0.067,2.0860937E-4
1170,"Ludlow, Subsection 12",1.24E-4,0.062,1.8422342E-4
1171,"Maacama 2011 CFM, Subsection 0",4.8E-5,0.024,1.4309351E-4
1172,"Maacama 2011 CFM, Subsection 1",3.16E-4,0.152,9.061906E-4
1173,"Maacama 2011 CFM, Subsection 2",5.84E-4,0.259,0.001455827
1174,"Maacama 2011 CFM, Subsection 3",7.2E-4,0.313,0.0017494682
1175,"Maacama 2011 CFM, Subsection 4",8.46E-4,0.359,0.0020499618
1176,"Maacama 2011 CFM, Subsection 5",9.68E-4,0.405,0.0023909302
1177,"Maacama 2011 CFM, Subsection 6",0.001118,0.462,0.0027292287
1178,"Maacama 2011 CFM, Subsection 7",0.001222,0.489,0.0029753854
1179,"Maacama 2011 CFM, Subsection 8",0.001312,0.519,0.003146296
1180,"Maacama 2011 CFM, Subsection 9",0.001338,0.527,0.003222578
1181,"Maacama 2011 CFM, Subsection 10",0.001366,0.532,0.003260468
1182,"Maacama 2011 CFM, Subsection 11",0.001362,0.529,0.003273931
1183,"Maacama 2011 CFM, Subsection 12",0.001358,0.526,0.0032566066
1184,"Maacama 2011 CFM, Subsection 13",0.001358,0.526,0.0032231899
1185,"Maacama 2011 CFM, Subsection 14",0.001388,0.533,0.0032017364
1186,"Maacama 2011 CFM, Subsection 15",0.00137,0.532,0.0031822065
1187,"Maacama 2011 CFM, Subsection 16",0.001364,0.527,0.003167913
1188,"Maacama 2011 CFM, Subsection 17",0.001364,0.522,0.0031604462
1189,"Maacama 2011 CFM, Subsection 18",0.001376,0.527,0.0031952285
1190,"Maacama 2011 CFM, Subsection 19",0.001414,0.538,0.0032638102
1191,"Maacama 2011 CFM, Subsection 20",0.001474,0.558,0.003310056
1192,"Maacama 2011 CFM, Subsection 21",0.001528,0.563,0.0033974773
1193,"Maacama 2011 CFM, Subsection 22",0.00172,0.603,0.0036619636
1194,"Maacama 2011 CFM, Subsection 23",0.00188,0.626,0.0038865046
1195,"Maacama 2011 CFM, Subsection 24",0.002024,0.653,0.004101137
1196,"Maacama 2011 CFM, Subsection 25",0.002128,0.666,0.004214295
1197,"Maacama 2011 CFM, Subsection 26",0.002096,0.662,0.00412886
1198,"Maacama 2011 CFM, Subsection 27",0.002034,0.652,0.003970592
1199,"Maacama 2011 CFM, Subsection 28",0.001856,0.615,0.0035707455
1200,"Mad River (alt1), Subsection 0",2.14E-4,0.104,3.271191E-4
1201,"Mad River (alt1), Subsection 1",2.38E-4,0.115,3.5132095E-4
1202,"Mad River (alt1), Subsection 2",3.16E-4,0.154,4.0714353E-4
1203,"Mad River (alt1), Subsection 3",3.02E-4,0.148,3.8262046E-4
1204,"Malibu Coast (Extension) alt 1, Subsection 0",5.6E-5,0.028,1.6049281E-4
1205,"Malibu Coast (Extension) alt 1, Subsection 1",5.6E-5,0.028,1.6649981E-4
1206,"Malibu Coast (Extension) alt 1, Subsection 2",6.4E-5,0.031,1.6963769E-4
1207,"Malibu Coast (Extension) alt 1, Subsection 3",6.6E-5,0.033,1.5107717E-4
1208,"Malibu Coast (Extension) alt 1, Subsection 4",7.6E-5,0.038,1.5518589E-4
1209,"Malibu Coast (Extension) alt 1, Subsection 5",8.8E-5,0.044,1.6399682E-4
1210,"Malibu Coast (Extension) alt 1, Subsection 6",9.2E-5,0.046,1.7486872E-4
1211,"Malibu Coast (Extension) alt 1, Subsection 7",1.08E-4,0.053,1.9889924E-4
1212,"Malibu Coast (Extension) alt 1, Subsection 8",1.04E-4,0.051,1.9247066E-4
1213,"Malibu Coast alt 1, Subsection 0",1.08E-4,0.054,2.97768E-4
1214,"Malibu Coast alt 1, Subsection 1",1.3E-4,0.065,3.3441783E-4
1215,"Malibu Coast alt 1, Subsection 2",1.22E-4,0.06,3.231764E-4
1216,"Malibu Coast alt 1, Subsection 3",1.26E-4,0.062,3.1526972E-4
1217,"Malibu Coast alt 1, Subsection 4",1.22E-4,0.06,3.0955469E-4
1218,"Malibu Coast alt 1, Subsection 5",1.14E-4,0.057,2.778258E-4
1219,"Malibu Coast alt 1, Subsection 6",1.1E-4,0.055,2.7153426E-4
1220,"Malibu Coast alt 1, Subsection 7",1.06E-4,0.053,2.6597021E-4
1221,"Malibu Coast alt 1, Subsection 8",1.0E-4,0.05,2.6262092E-4
1222,"Malibu Coast alt 1, Subsection 9",9.4E-5,0.047,2.4057507E-4
1223,"Manix-Afton Hills, Subsection 0",2.1E-4,0.101,3.3265384E-4
1224,"Manix-Afton Hills, Subsection 1",2.48E-4,0.117,3.9777535E-4
1225,"Manix-Afton Hills, Subsection 2",1.9E-4,0.095,3.0974855E-4
1226,"Manix-Afton Hills, Subsection 3",2.06E-4,0.103,3.2887564E-4
1227,"Manix-Afton Hills, Subsection 4",2.1E-4,0.105,3.3931364E-4
1228,"Manix-Afton Hills, Subsection 5",2.16E-4,0.106,3.4714115E-4
1229,"Manix-Afton Hills, Subsection 6",2.12E-4,0.104,3.2918452E-4
1230,"Manix-Afton Hills, Subsection 7",2.02E-4,0.1,3.079903E-4
1231,"Manix-Afton Hills, Subsection 8",1.8E-4,0.089,2.8319896E-4
1232,"McKinleyville (alt1), Subsection 0",1.4E-4,0.068,2.4563045E-4
1233,"McKinleyville (alt1), Subsection 1",1.62E-4,0.079,2.8227214E-4
1234,"McKinleyville (alt1), Subsection 2",2.7E-4,0.134,2.8980972E-4
1235,"McKinleyville (alt1), Subsection 3",4.5E-4,0.221,4.2258887E-4
1236,"McKinleyville (alt1), Subsection 4",4.46E-4,0.22,4.0061632E-4
1237,"McLean Lake, Subsection 0",2.28E-4,0.114,1.9534356E-4
1238,"McLean Lake, Subsection 1",2.76E-4,0.138,2.4355265E-4
1239,"McLean Lake, Subsection 2",2.94E-4,0.146,2.719018E-4
1240,"McLean Lake, Subsection 3",3.16E-4,0.157,2.9309784E-4
1241,"McLean Lake, Subsection 4",3.24E-4,0.161,3.012433E-4
1242,"McLean Lake, Subsection 5",3.2E-4,0.16,3.0076716E-4
1243,"McLean Lake, Subsection 6",3.14E-4,0.157,2.949304E-4
1244,"McLean Lake, Subsection 7",3.06E-4,0.153,2.8362268E-4
1245,"McLean Lake, Subsection 8",2.96E-4,0.148,2.6026834E-4
1246,"McLean Lake, Subsection 9",2.44E-4,0.122,2.2069516E-4
1247,"Mendocino, Subsection 0",0.005748,0.965,0.008830091
1248,"Mendocino, Subsection 1",0.006158,0.969,0.009495683
1249,"Mendocino, Subsection 2",0.006092,0.967,0.00944068
1250,"Mendocino, Subsection 3",0.006024,0.967,0.009329945
1251,"Mendocino, Subsection 4",0.005956,0.966,0.009208808
1252,"Mendocino, Subsection 5",0.005866,0.965,0.009068556
1253,"Mendocino, Subsection 6",0.00556,0.96,0.008538987
1254,"Mendocino, Subsection 7",0.002876,0.793,0.004717881
1255,"Mendocino, Subsection 8",0.0012,0.484,0.0021653522
1256,"Mendocino, Subsection 9",8.92E-4,0.387,0.0017478471
1257,"Mendocino, Subsection 10",7.8E-4,0.345,0.0015672413
1258,"Mendocino, Subsection 11",7.64E-4,0.336,0.0015369287
1259,"Mendocino, Subsection 12",7.42E-4,0.329,0.0015286006
1260,"Mendocino, Subsection 13",7.34E-4,0.321,0.0015417071
1261,"Mendocino, Subsection 14",7.34E-4,0.322,0.0015585307
1262,"Mendocino, Subsection 15",7.46E-4,0.322,0.0015846406
1263,"Mendocino, Subsection 16",7.42E-4,0.319,0.0016048843
1264,"Mendocino, Subsection 17",7.42E-4,0.32,0.0016427536
1265,"Mendocino, Subsection 18",7.72E-4,0.331,0.0018096865
1266,"Mendocino, Subsection 19",7.86E-4,0.338,0.0019122788
1267,"Mendocino, Subsection 20",7.7E-4,0.332,0.0019764695
1268,"Mendocino, Subsection 21",7.72E-4,0.331,0.002034039
1269,"Mendocino, Subsection 22",7.96E-4,0.335,0.0021195863
1270,"Mendocino, Subsection 23",8.06E-4,0.339,0.0022185724
1271,"Mendocino, Subsection 24",7.94E-4,0.334,0.0022951039
1272,"Mendocino, Subsection 25",8.12E-4,0.344,0.0023417878
1273,"Mendocino, Subsection 26",8.08E-4,0.34,0.002390181
1274,"Mendocino, Subsection 27",8.18E-4,0.341,0.0024712307
1275,"Mendocino, Subsection 28",8.1E-4,0.336,0.0025383604
1276,"Mendocino, Subsection 29",8.56E-4,0.351,0.002648346
1277,"Mendocino, Subsection 30",9.34E-4,0.379,0.0028205595
1278,"Mendocino, Subsection 31",8.82E-4,0.362,0.0026765212
1279,"Mendocino, Subsection 32",8.4E-4,0.347,0.002513985
1280,"Mendocino, Subsection 33",7.74E-4,0.321,0.002330629
1281,"Mendocino, Subsection 34",7.0E-4,0.297,0.0020724947
1282,"Mendocino, Subsection 35",6.46E-4,0.278,0.0019070705
1283,"Mission (connected) 2011 CFM, Subsection 0",2.86E-4,0.131,3.9691673E-4
1284,"Mission (connected) 2011 CFM, Subsection 1",3.04E-4,0.14,4.2033324E-4
1285,"Mission (connected) 2011 CFM, Subsection 2",2.84E-4,0.134,4.039819E-4
1286,"Mission (connected) 2011 CFM, Subsection 3",2.86E-4,0.136,4.0283726E-4
1287,"Mission (connected) 2011 CFM, Subsection 4",2.78E-4,0.131,4.0289774E-4
1288,"Mission (connected) 2011 CFM, Subsection 5",2.72E-4,0.13,4.0848437E-4
1289,"Mission (connected) 2011 CFM, Subsection 6",2.7E-4,0.128,4.1708557E-4
1290,"Mission (connected) 2011 CFM, Subsection 7",2.8E-4,0.13,4.248887E-4
1291,"Mission (connected) 2011 CFM, Subsection 8",3.08E-4,0.143,4.4809366E-4
1292,"Mission (connected) 2011 CFM, Subsection 9",3.1E-4,0.144,4.6528902E-4
1293,"Mission (connected) 2011 CFM, Subsection 10",3.1E-4,0.143,4.7182429E-4
1294,"Mission (connected) 2011 CFM, Subsection 11",2.96E-4,0.138,4.5911825E-4
1295,"Mission Creek, Subsection 0",2.54E-4,0.12,3.8724495E-4
1296,"Mission Creek, Subsection 1",2.84E-4,0.133,4.2069118E-4
1297,"Mission Creek, Subsection 2",2.7E-4,0.129,3.613847E-4
1298,"Mission Creek, Subsection 3",2.68E-4,0.128,3.5405028E-4
1299,"Mission Hills 2011, Subsection 0",1.24E-4,0.06,2.3826653E-4
1300,"Mission Hills 2011, Subsection 1",1.24E-4,0.06,2.3826653E-4
1301,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 0",1.6E-4,0.077,1.462903E-4
1302,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 1",1.64E-4,0.079,1.5631886E-4
1303,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 2",2.02E-4,0.096,2.1837404E-4
1304,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 3",3.0E-4,0.142,3.7858894E-4
1305,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 4",2.32E-4,0.114,2.989476E-4
1306,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 5",2.3E-4,0.114,3.05223E-4
1307,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 6",2.36E-4,0.116,3.0794827E-4
1308,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 7",2.32E-4,0.114,3.117721E-4
1309,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 8",2.4E-4,0.116,3.1670692E-4
1310,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 9",2.14E-4,0.103,3.1392684E-4
1311,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 10",1.98E-4,0.096,3.1077774E-4
1312,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 11",1.76E-4,0.086,3.0397717E-4
1313,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 12",1.74E-4,0.085,3.085431E-4
1314,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 13",1.86E-4,0.09,3.163504E-4
1315,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 14",2.0E-4,0.097,3.2850367E-4
1316,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 15",1.86E-4,0.092,3.3949866E-4
1317,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 16",2.02E-4,0.1,3.6283326E-4
1318,"Mission Ridge-Arroyo Parida-Santa Ana, Subsection 17",1.98E-4,0.098,3.600079E-4
1319,"Mohawk Valley 2011 CFM, Subsection 0",1.24E-4,0.06,3.21904E-4
1320,"Mohawk Valley 2011 CFM, Subsection 1",1.42E-4,0.069,3.596675E-4
1321,"Mohawk Valley 2011 CFM, Subsection 2",1.74E-4,0.084,4.1824637E-4
1322,"Mohawk Valley 2011 CFM, Subsection 3",1.66E-4,0.082,4.093448E-4
1323,"Mohawk Valley 2011 CFM, Subsection 4",1.62E-4,0.081,4.126226E-4
1324,"Mohawk Valley 2011 CFM, Subsection 5",1.66E-4,0.083,3.9402698E-4
1325,"Mohawk Valley 2011 CFM, Subsection 6",1.68E-4,0.084,3.9966466E-4
1326,"Mohawk Valley 2011 CFM, Subsection 7",1.4E-4,0.07,3.4043676E-4
1327,"Mohawk Valley 2011 CFM, Subsection 8",1.22E-4,0.061,3.0186234E-4
1328,"Mono Lake 2011 CFM, Subsection 0",4.7E-4,0.229,9.1303966E-4
1329,"Mono Lake 2011 CFM, Subsection 1",4.7E-4,0.229,9.1303966E-4
1330,"Mono Lake 2011 CFM, Subsection 2",4.7E-4,0.229,9.1303966E-4
1331,"Monte Vista - Shannon 2011 CFM, Subsection 0",9.38E-4,0.448,5.020513E-4
1332,"Monte Vista - Shannon 2011 CFM, Subsection 1",9.84E-4,0.468,5.3510076E-4
1333,"Monte Vista - Shannon 2011 CFM, Subsection 2",0.001028,0.481,5.634853E-4
1334,"Monte Vista - Shannon 2011 CFM, Subsection 3",4.22E-4,0.203,3.75925E-4
1335,"Monte Vista - Shannon 2011 CFM, Subsection 4",4.18E-4,0.202,3.808002E-4
